,Unnamed: 0,Username,Ulasan,Kategori,hasil,comment_normalize,stopwords_removal,stopwords_removal_final,stemming
88,88,safa ati,gak seberapa suka sih karena dr parkiran ke air terjun terlalu cepet jadi kurang menantang untuk parkir mobil ditarik karcis doble  di loket masuk sudah dikenakan tarif parkir mobil tapi pas sampai di lokasi ada karcis lagi,negatif,"['gak', 'seberapa', 'suka', 'sih', 'karena', 'dr', 'parkiran', 'ke', 'air', 'terjun', 'terlalu', 'cepet', 'jadi', 'kurang', 'menantang', 'untuk', 'parkir', 'mobil', 'ditarik', 'karcis', 'doble', 'di', 'loket', 'masuk', 'sudah', 'dikenakan', 'tarif', 'parkir', 'mobil', 'tapi', 'pas', 'sampai', 'di', 'lokasi', 'ada', 'karcis', 'lagi']","['gak', 'seberapa', 'suka', 'sih', 'karena', 'dr', 'parkiran', 'ke', 'air', 'terjun', 'terlalu', 'cepet', 'jadi', 'kurang', 'menantang', 'untuk', 'parkir', 'mobil', 'ditarik', 'karcis', 'doble', 'di', 'loket', 'masuk', 'sudah', 'dikenakan', 'tarif', 'parkir', 'mobil', 'tapi', 'pas', 'sampai', 'di', 'lokasi', 'ada', 'karcis', 'lagi']","['gak', 'suka', 'sih', 'dr', 'parkiran', 'air', 'terjun', 'cepet', 'menantang', 'parkir', 'mobil', 'ditarik', 'karcis', 'doble', 'loket', 'masuk', 'dikenakan', 'tarif', 'parkir', 'mobil', 'pas', 'lokasi', 'karcis']","['gak', 'suka', 'sih', 'dr', 'parkiran', 'air', 'terjun', 'cepet', 'menantang', 'parkir', 'mobil', 'ditarik', 'karcis', 'doble', 'loket', 'masuk', 'dikenakan', 'tarif', 'parkir', 'mobil', 'pas', 'lokasi', 'karcis']","['gak', 'suka', 'sih', 'dr', 'parkir', 'air', 'terjun', 'cepet', 'tantang', 'parkir', 'mobil', 'tarik', 'karcis', 'doble', 'loket', 'masuk', 'kena', 'tarif', 'parkir', 'mobil', 'pas', 'lokasi', 'karcis']"
89,89,Irma Wahyuniarti,view sekitar perjalanan bagus banget  udara dingin  parkiran motor cukup ekstrim juga ya v wisata sekitar air terjun di hari minggu lumayan ramai  hampir semua pengunjung tidak memakai masker  banyak yang berjualan juga di sekitar pintu masuk,positif,"['view', 'sekitar', 'perjalanan', 'bagus', 'banget', 'udara', 'dingin', 'parkiran', 'motor', 'cukup', 'ekstrim', 'juga', 'ya', 'v', 'wisata', 'sekitar', 'air', 'terjun', 'di', 'hari', 'minggu', 'lumayan', 'ramai', 'hampir', 'semua', 'pengunjung', 'tidak', 'memakai', 'masker', 'banyak', 'yang', 'berjualan', 'juga', 'di', 'sekitar', 'pintu', 'masuk']","['view', 'sekitar', 'perjalanan', 'bagus', 'banget', 'udara', 'dingin', 'parkiran', 'motor', 'cukup', 'ekstrim', 'juga', 'ya', 'v', 'wisata', 'sekitar', 'air', 'terjun', 'di', 'hari', 'minggu', 'lumayan', 'ramai', 'hampir', 'semua', 'pengunjung', 'tidak', 'memakai', 'masker', 'banyak', 'yang', 'berjualan', 'juga', 'di', 'sekitar', 'pintu', 'masuk']","['view', 'perjalanan', 'bagus', 'banget', 'udara', 'dingin', 'parkiran', 'motor', 'ekstrim', 'ya', 'v', 'wisata', 'air', 'terjun', 'minggu', 'lumayan', 'ramai', 'pengunjung', 'memakai', 'masker', 'berjualan', 'pintu', 'masuk']","['view', 'perjalanan', 'bagus', 'banget', 'udara', 'dingin', 'parkiran', 'motor', 'ekstrim', 'ya', 'v', 'wisata', 'air', 'terjun', 'minggu', 'lumayan', 'ramai', 'pengunjung', 'memakai', 'masker', 'berjualan', 'pintu', 'masuk']","['view', 'jalan', 'bagus', 'banget', 'udara', 'dingin', 'parkir', 'motor', 'ekstrim', 'ya', 'v', 'wisata', 'air', 'terjun', 'minggu', 'lumayan', 'ramai', 'unjung', 'pakai', 'masker', 'jual', 'pintu', 'masuk']"
90,90,M. Yusuf,air terjun yang cukup terkenal di area trawas  air terjun ini mudah di akses dari area parkir cukup jalan   menit sudah  ,netral,"['air', 'terjun', 'yang', 'cukup', 'terkenal', 'di', 'area', 'trawas', 'air', 'terjun', 'ini', 'mudah', 'di', 'akses', 'dari', 'area', 'parkir', 'cukup', 'jalan', 'menit', 'sudah']","['air', 'terjun', 'yang', 'cukup', 'terkenal', 'di', 'area', 'trawas', 'air', 'terjun', 'ini', 'mudah', 'di', 'akses', 'dari', 'area', 'parkir', 'cukup', 'jalan', 'menit', 'sudah']","['air', 'terjun', 'terkenal', 'area', 'trawas', 'air', 'terjun', 'mudah', 'akses', 'area', 'parkir', 'jalan', 'menit']","['air', 'terjun', 'terkenal', 'area', 'trawas', 'air', 'terjun', 'mudah', 'akses', 'area', 'parkir', 'jalan', 'menit']","['air', 'terjun', 'kenal', 'area', 'trawas', 'air', 'terjun', 'mudah', 'akses', 'area', 'parkir', 'jalan', 'menit']"
91,91,Dahlia Puspitasari,sudah semakin bagus tp tempat duduk kurang dan untuk menaruh barang klo mau main air agak susah,positif,"['sudah', 'semakin', 'bagus', 'tp', 'tempat', 'duduk', 'kurang', 'dan', 'untuk', 'menaruh', 'barang', 'klo', 'mau', 'main', 'air', 'agak', 'susah']","['sudah', 'semakin', 'bagus', 'tp', 'tempat', 'duduk', 'kurang', 'dan', 'untuk', 'menaruh', 'barang', 'klo', 'mau', 'main', 'air', 'agak', 'susah']","['bagus', 'tp', 'duduk', 'menaruh', 'barang', 'klo', 'main', 'air', 'susah']","['bagus', 'tp', 'duduk', 'menaruh', 'barang', 'klo', 'main', 'air', 'susah']","['bagus', 'tp', 'duduk', 'taruh', 'barang', 'klo', 'main', 'air', 'susah']"
92,92,Dei Wa,adem enak  nyaman  tempat sholat juga layak  perlu tiket dekat air terjun biar setelah basah basah ndak terlalu lama berjalan,positif,"['adem', 'enak', 'nyaman', 'tempat', 'sholat', 'juga', 'layak', 'perlu', 'tiket', 'dekat', 'air', 'terjun', 'biar', 'setelah', 'basah', 'basah', 'ndak', 'terlalu', 'lama', 'berjalan']","['adem', 'enak', 'nyaman', 'tempat', 'sholat', 'juga', 'layak', 'perlu', 'tiket', 'dekat', 'air', 'terjun', 'biar', 'setelah', 'basah', 'basah', 'ndak', 'terlalu', 'lama', 'berjalan']","['adem', 'enak', 'nyaman', 'sholat', 'layak', 'tiket', 'air', 'terjun', 'biar', 'basah', 'basah', 'ndak', 'berjalan']","['adem', 'enak', 'nyaman', 'sholat', 'layak', 'tiket', 'air', 'terjun', 'biar', 'basah', 'basah', 'ndak', 'berjalan']","['adem', 'enak', 'nyaman', 'sholat', 'layak', 'tiket', 'air', 'terjun', 'biar', 'basah', 'basah', 'ndak', 'jalan']"
93,93,Halo Praha,wisata alam mudah dijangkau dan murah meriah tiket hanya k ,positif,"['wisata', 'alam', 'mudah', 'dijangkau', 'dan', 'murah', 'meriah', 'tiket', 'hanya', 'k']","['wisata', 'alam', 'mudah', 'dijangkau', 'dan', 'murah', 'meriah', 'tiket', 'hanya', 'k']","['wisata', 'alam', 'mudah', 'dijangkau', 'murah', 'meriah', 'tiket', 'k']","['wisata', 'alam', 'mudah', 'dijangkau', 'murah', 'meriah', 'tiket', 'k']","['wisata', 'alam', 'mudah', 'jangkau', 'murah', 'riah', 'tiket', 'k']"
94,94,Asep Zaenal Mutaqin,bagus tempatnya cuma pas akhir tahun ada kenaikan harga tiket,negatif,"['bagus', 'tempatnya', 'cuma', 'pas', 'akhir', 'tahun', 'ada', 'kenaikan', 'harga', 'tiket']","['bagus', 'tempatnya', 'cuma', 'pas', 'akhir', 'tahun', 'ada', 'kenaikan', 'harga', 'tiket']","['bagus', 'tempatnya', 'pas', 'kenaikan', 'harga', 'tiket']","['bagus', 'tempatnya', 'pas', 'kenaikan', 'harga', 'tiket']","['bagus', 'tempat', 'pas', 'naik', 'harga', 'tiket']"
95,95,Fitriya Hanim,hawanya dingin dan sejuk  yg lebih menyenangkan lagi air terjunnya g jauh dari parkiran  pokoknya rekomended banget  ig   hanim  ,positif,"['hawanya', 'dingin', 'dan', 'sejuk', 'yg', 'lebih', 'menyenangkan', 'lagi', 'air', 'terjunnya', 'g', 'jauh', 'dari', 'parkiran', 'pokoknya', 'rekomended', 'banget', 'ig', 'hanim']","['hawanya', 'dingin', 'dan', 'sejuk', 'yg', 'lebih', 'menyenangkan', 'lagi', 'air', 'terjunnya', 'g', 'jauh', 'dari', 'parkiran', 'pokoknya', 'rekomended', 'banget', 'ig', 'hanim']","['hawanya', 'dingin', 'sejuk', 'yg', 'menyenangkan', 'air', 'terjunnya', 'g', 'parkiran', 'pokoknya', 'rekomended', 'banget', 'ig', 'hanim']","['hawanya', 'dingin', 'sejuk', 'yg', 'menyenangkan', 'air', 'terjunnya', 'g', 'parkiran', 'pokoknya', 'rekomended', 'banget', 'ig', 'hanim']","['hawa', 'dingin', 'sejuk', 'yg', 'senang', 'air', 'terjun', 'g', 'parkir', 'pokok', 'rekomended', 'banget', 'ig', 'hanim']"
96,96,Femmy El Falah Abidin,tempat yang sejuk dan dingin serta pemandangan mata memandang semua hijau  air terjun yang jernih dan sungai mengalir deras dan bening benar  menenangkan  bersih dari sampah dan warung makan yang tidak menguras kantong  ayo teman  jatim ramaikan wisata sekitar kita,positif,"['tempat', 'yang', 'sejuk', 'dan', 'dingin', 'serta', 'pemandangan', 'mata', 'memandang', 'semua', 'hijau', 'air', 'terjun', 'yang', 'jernih', 'dan', 'sungai', 'mengalir', 'deras', 'dan', 'bening', 'benar', 'menenangkan', 'bersih', 'dari', 'sampah', 'dan', 'warung', 'makan', 'yang', 'tidak', 'menguras', 'kantong', 'ayo', 'teman', 'jatim', 'ramaikan', 'wisata', 'sekitar', 'kita']","['tempat', 'yang', 'sejuk', 'dan', 'dingin', 'serta', 'pemandangan', 'mata', 'memandang', 'semua', 'hijau', 'air', 'terjun', 'yang', 'jernih', 'dan', 'sungai', 'mengalir', 'deras', 'dan', 'bening', 'benar', 'menenangkan', 'bersih', 'dari', 'sampah', 'dan', 'warung', 'makan', 'yang', 'tidak', 'menguras', 'kantong', 'ayo', 'teman', 'jatim', 'ramaikan', 'wisata', 'sekitar', 'kita']","['sejuk', 'dingin', 'pemandangan', 'mata', 'memandang', 'hijau', 'air', 'terjun', 'jernih', 'sungai', 'mengalir', 'deras', 'bening', 'menenangkan', 'bersih', 'sampah', 'warung', 'makan', 'menguras', 'kantong', 'ayo', 'teman', 'jatim', 'ramaikan', 'wisata']","['sejuk', 'dingin', 'pemandangan', 'mata', 'memandang', 'hijau', 'air', 'terjun', 'jernih', 'sungai', 'mengalir', 'deras', 'bening', 'menenangkan', 'bersih', 'sampah', 'warung', 'makan', 'menguras', 'kantong', 'ayo', 'teman', 'jatim', 'ramaikan', 'wisata']","['sejuk', 'dingin', 'pandang', 'mata', 'pandang', 'hijau', 'air', 'terjun', 'jernih', 'sungai', 'alir', 'deras', 'bening', 'tenang', 'bersih', 'sampah', 'warung', 'makan', 'uras', 'kantong', 'ayo', 'teman', 'jatim', 'ramai', 'wisata']"
97,97,enqieko sjatmiko,waktu berkunjung sore hari suasana alam sangat mendukung asri banget lebih sejuk toilet nya bersih air mengalir begitu deras segar suasana lintasan mendukung,positif,"['waktu', 'berkunjung', 'sore', 'hari', 'suasana', 'alam', 'sangat', 'mendukung', 'asri', 'banget', 'lebih', 'sejuk', 'toilet', 'nya', 'bersih', 'air', 'mengalir', 'begitu', 'deras', 'segar', 'suasana', 'lintasan', 'mendukung']","['waktu', 'berkunjung', 'sore', 'hari', 'suasana', 'alam', 'sangat', 'mendukung', 'asri', 'banget', 'lebih', 'sejuk', 'toilet', 'nya', 'bersih', 'air', 'mengalir', 'begitu', 'deras', 'segar', 'suasana', 'lintasan', 'mendukung']","['berkunjung', 'sore', 'suasana', 'alam', 'mendukung', 'asri', 'banget', 'sejuk', 'toilet', 'nya', 'bersih', 'air', 'mengalir', 'deras', 'segar', 'suasana', 'lintasan', 'mendukung']","['berkunjung', 'sore', 'suasana', 'alam', 'mendukung', 'asri', 'banget', 'sejuk', 'toilet', 'nya', 'bersih', 'air', 'mengalir', 'deras', 'segar', 'suasana', 'lintasan', 'mendukung']","['kunjung', 'sore', 'suasana', 'alam', 'dukung', 'asri', 'banget', 'sejuk', 'toilet', 'nya', 'bersih', 'air', 'alir', 'deras', 'segar', 'suasana', 'lintas', 'dukung']"
98,98,Cak Nunu,asyik buat santai bareng teman dan keluarga    suasana sejuk  pemandangan hijau dan air kali yang penuh bebatuan    sejenak menghilang penat kota surabaya   ,positif,"['asyik', 'buat', 'santai', 'bareng', 'teman', 'dan', 'keluarga', 'suasana', 'sejuk', 'pemandangan', 'hijau', 'dan', 'air', 'kali', 'yang', 'penuh', 'bebatuan', 'sejenak', 'menghilang', 'penat', 'kota', 'surabaya']","['asyik', 'buat', 'santai', 'bareng', 'teman', 'dan', 'keluarga', 'suasana', 'sejuk', 'pemandangan', 'hijau', 'dan', 'air', 'kali', 'yang', 'penuh', 'bebatuan', 'sejenak', 'menghilang', 'penat', 'kota', 'surabaya']","['asyik', 'santai', 'bareng', 'teman', 'keluarga', 'suasana', 'sejuk', 'pemandangan', 'hijau', 'air', 'kali', 'penuh', 'bebatuan', 'menghilang', 'penat', 'kota', 'surabaya']","['asyik', 'santai', 'bareng', 'teman', 'keluarga', 'suasana', 'sejuk', 'pemandangan', 'hijau', 'air', 'kali', 'penuh', 'bebatuan', 'menghilang', 'penat', 'kota', 'surabaya']","['asyik', 'santai', 'bareng', 'teman', 'keluarga', 'suasana', 'sejuk', 'pandang', 'hijau', 'air', 'kali', 'penuh', 'bebatuan', 'hilang', 'penat', 'kota', 'surabaya']"
99,99,Solikin Adja,wisata air terjun yang lumayan ngehits di trawas   cocok untuk semua kalangan   banyak spot selfie yg bagus  jga   dg htm yg murmer   kita bisa menikmati indahnya alam trawas      jangan takut kelaparan    ,positif,"['wisata', 'air', 'terjun', 'yang', 'lumayan', 'ngehits', 'di', 'trawas', 'cocok', 'untuk', 'semua', 'kalangan', 'banyak', 'spot', 'selfie', 'yg', 'bagus', 'jga', 'dg', 'htm', 'yg', 'murmer', 'kita', 'bisa', 'menikmati', 'indahnya', 'alam', 'trawas', 'jangan', 'takut', 'kelaparan']","['wisata', 'air', 'terjun', 'yang', 'lumayan', 'ngehits', 'di', 'trawas', 'cocok', 'untuk', 'semua', 'kalangan', 'banyak', 'spot', 'selfie', 'yg', 'bagus', 'jga', 'dg', 'htm', 'yg', 'murmer', 'kita', 'bisa', 'menikmati', 'indahnya', 'alam', 'trawas', 'jangan', 'takut', 'kelaparan']","['wisata', 'air', 'terjun', 'lumayan', 'ngehits', 'trawas', 'cocok', 'kalangan', 'spot', 'selfie', 'yg', 'bagus', 'jga', 'dg', 'htm', 'yg', 'murmer', 'menikmati', 'indahnya', 'alam', 'trawas', 'takut', 'kelaparan']","['wisata', 'air', 'terjun', 'lumayan', 'ngehits', 'trawas', 'cocok', 'kalangan', 'spot', 'selfie', 'yg', 'bagus', 'jga', 'dg', 'htm', 'yg', 'murmer', 'menikmati', 'indahnya', 'alam', 'trawas', 'takut', 'kelaparan']","['wisata', 'air', 'terjun', 'lumayan', 'ngehits', 'trawas', 'cocok', 'kalang', 'spot', 'selfie', 'yg', 'bagus', 'jga', 'dg', 'htm', 'yg', 'murmer', 'nikmat', 'indah', 'alam', 'trawas', 'takut', 'lapar']"
100,100,Didik Winardi,kalau naik motor jln nya jau       tpi sangat menyenangkan bisa berlibur sama keluaraga atau temen ,negatif,"['kalau', 'naik', 'motor', 'jln', 'nya', 'jau', 'tpi', 'sangat', 'menyenangkan', 'bisa', 'berlibur', 'sama', 'keluaraga', 'atau', 'temen']","['kalau', 'naik', 'motor', 'jln', 'nya', 'jau', 'tpi', 'sangat', 'menyenangkan', 'bisa', 'berlibur', 'sama', 'keluaraga', 'atau', 'temen']","['motor', 'jln', 'nya', 'jau', 'tpi', 'menyenangkan', 'berlibur', 'keluaraga', 'temen']","['motor', 'jln', 'nya', 'jau', 'tpi', 'menyenangkan', 'berlibur', 'keluaraga', 'temen']","['motor', 'jln', 'nya', 'jau', 'tpi', 'senang', 'libur', 'keluaraga', 'temen']"
101,101,Arif Wibowo,salah satu tempat wisata didaerah trawas dengan nuansa alam   air terjun  tersedia tempat makan berbagai menu  parkir luas,positif,"['salah', 'satu', 'tempat', 'wisata', 'didaerah', 'trawas', 'dengan', 'nuansa', 'alam', 'air', 'terjun', 'tersedia', 'tempat', 'makan', 'berbagai', 'menu', 'parkir', 'luas']","['salah', 'satu', 'tempat', 'wisata', 'didaerah', 'trawas', 'dengan', 'nuansa', 'alam', 'air', 'terjun', 'tersedia', 'tempat', 'makan', 'berbagai', 'menu', 'parkir', 'luas']","['salah', 'wisata', 'didaerah', 'trawas', 'nuansa', 'alam', 'air', 'terjun', 'tersedia', 'makan', 'menu', 'parkir', 'luas']","['salah', 'wisata', 'didaerah', 'trawas', 'nuansa', 'alam', 'air', 'terjun', 'tersedia', 'makan', 'menu', 'parkir', 'luas']","['salah', 'wisata', 'daerah', 'trawas', 'nuansa', 'alam', 'air', 'terjun', 'sedia', 'makan', 'menu', 'parkir', 'luas']"
102,102,Vita Hartanto,asiiiik   seru    nyaman     siiiip laaaah pokoknya     toiletnya bersih    top deeh    ,positif,"['asiiiik', 'seru', 'nyaman', 'siiiip', 'laaaah', 'pokoknya', 'toiletnya', 'bersih', 'top', 'deeh']","['asiiiik', 'seru', 'nyaman', 'siiiip', 'laaaah', 'pokoknya', 'toiletnya', 'bersih', 'top', 'deeh']","['asiiiik', 'seru', 'nyaman', 'siiiip', 'laaaah', 'pokoknya', 'toiletnya', 'bersih', 'top', 'deeh']","['asiiiik', 'seru', 'nyaman', 'siiiip', 'laaaah', 'pokoknya', 'toiletnya', 'bersih', 'top', 'deeh']","['asiiiik', 'seru', 'nyaman', 'siiiip', 'laaaah', 'pokok', 'toilet', 'bersih', 'top', 'deeh']"
103,103,sunshine hoseok,bersih asri dan airnya segerrr     tiket masuk murah     ,positif,"['bersih', 'asri', 'dan', 'airnya', 'segerrr', 'tiket', 'masuk', 'murah']","['bersih', 'asri', 'dan', 'airnya', 'segerrr', 'tiket', 'masuk', 'murah']","['bersih', 'asri', 'airnya', 'segerrr', 'tiket', 'masuk', 'murah']","['bersih', 'asri', 'airnya', 'segerrr', 'tiket', 'masuk', 'murah']","['bersih', 'asri', 'air', 'segerrr', 'tiket', 'masuk', 'murah']"
104,104,Novi Fauziya,bagus tempat nya hanya butuh kesadaran masyarakat pengunjung untuk tidak buang sampah sembarangan,positif,"['bagus', 'tempat', 'nya', 'hanya', 'butuh', 'kesadaran', 'masyarakat', 'pengunjung', 'untuk', 'tidak', 'buang', 'sampah', 'sembarangan']","['bagus', 'tempat', 'nya', 'hanya', 'butuh', 'kesadaran', 'masyarakat', 'pengunjung', 'untuk', 'tidak', 'buang', 'sampah', 'sembarangan']","['bagus', 'nya', 'butuh', 'kesadaran', 'masyarakat', 'pengunjung', 'buang', 'sampah', 'sembarangan']","['bagus', 'nya', 'butuh', 'kesadaran', 'masyarakat', 'pengunjung', 'buang', 'sampah', 'sembarangan']","['bagus', 'nya', 'butuh', 'sadar', 'masyarakat', 'unjung', 'buang', 'sampah', 'sembarang']"
105,105,Lenny Ftry,bagus banget  tempat nya sejuk  bagus buat tempat wisata keluarga,positif,"['bagus', 'banget', 'tempat', 'nya', 'sejuk', 'bagus', 'buat', 'tempat', 'wisata', 'keluarga']","['bagus', 'banget', 'tempat', 'nya', 'sejuk', 'bagus', 'buat', 'tempat', 'wisata', 'keluarga']","['bagus', 'banget', 'nya', 'sejuk', 'bagus', 'wisata', 'keluarga']","['bagus', 'banget', 'nya', 'sejuk', 'bagus', 'wisata', 'keluarga']","['bagus', 'banget', 'nya', 'sejuk', 'bagus', 'wisata', 'keluarga']"
106,106,Ika Mujiani,tempat wisata alam  cocok untuk camping  main air  spot selfie,positif,"['tempat', 'wisata', 'alam', 'cocok', 'untuk', 'camping', 'main', 'air', 'spot', 'selfie']","['tempat', 'wisata', 'alam', 'cocok', 'untuk', 'camping', 'main', 'air', 'spot', 'selfie']","['wisata', 'alam', 'cocok', 'camping', 'main', 'air', 'spot', 'selfie']","['wisata', 'alam', 'cocok', 'camping', 'main', 'air', 'spot', 'selfie']","['wisata', 'alam', 'cocok', 'camping', 'main', 'air', 'spot', 'selfie']"
107,107,5A_Moh Alif Hidayat,tempat nya bagus enak buat yg lagi butuh udara alam,positif,"['tempat', 'nya', 'bagus', 'enak', 'buat', 'yg', 'lagi', 'butuh', 'udara', 'alam']","['tempat', 'nya', 'bagus', 'enak', 'buat', 'yg', 'lagi', 'butuh', 'udara', 'alam']","['nya', 'bagus', 'enak', 'yg', 'butuh', 'udara', 'alam']","['nya', 'bagus', 'enak', 'yg', 'butuh', 'udara', 'alam']","['nya', 'bagus', 'enak', 'yg', 'butuh', 'udara', 'alam']"
108,108,Mar'atus Sholihah,tempat wisata air terjun dlundung indah  udaranya segar  suasananya nyaman dan menyenangkan  fasilitas nya cukup lengkap ,positif,"['tempat', 'wisata', 'air', 'terjun', 'dlundung', 'indah', 'udaranya', 'segar', 'suasananya', 'nyaman', 'dan', 'menyenangkan', 'fasilitas', 'nya', 'cukup', 'lengkap']","['tempat', 'wisata', 'air', 'terjun', 'dlundung', 'indah', 'udaranya', 'segar', 'suasananya', 'nyaman', 'dan', 'menyenangkan', 'fasilitas', 'nya', 'cukup', 'lengkap']","['wisata', 'air', 'terjun', 'dlundung', 'indah', 'udaranya', 'segar', 'suasananya', 'nyaman', 'menyenangkan', 'fasilitas', 'nya', 'lengkap']","['wisata', 'air', 'terjun', 'dlundung', 'indah', 'udaranya', 'segar', 'suasananya', 'nyaman', 'menyenangkan', 'fasilitas', 'nya', 'lengkap']","['wisata', 'air', 'terjun', 'dlundung', 'indah', 'udara', 'segar', 'suasana', 'nyaman', 'senang', 'fasilitas', 'nya', 'lengkap']"
109,109,Erna Nurna,kesini hari minggu  parkir dan lokasi jauh bgt  ga seperti dulu,negatif,"['kesini', 'hari', 'minggu', 'parkir', 'dan', 'lokasi', 'jauh', 'bgt', 'ga', 'seperti', 'dulu']","['kesini', 'hari', 'minggu', 'parkir', 'dan', 'lokasi', 'jauh', 'bgt', 'ga', 'seperti', 'dulu']","['kesini', 'minggu', 'parkir', 'lokasi', 'bgt', 'ga']","['kesini', 'minggu', 'parkir', 'lokasi', 'bgt', 'ga']","['kesini', 'minggu', 'parkir', 'lokasi', 'bgt', 'ga']"
110,110,Siti Maisaroh,saya berkunjung di hari sabtu  tiket masuk satu motor dua orang totalnya k  di tiket masuk tertera parkir k  tpi ternyata bayar biaya parkir lagi hehe  k atau  lupa  air terjun bagus  bersih  spot foto di tangga paling atas bagus  bisa ngopi harga terjangkau  murah lah  mushola  toilet lengkap ,positif,"['saya', 'berkunjung', 'di', 'hari', 'sabtu', 'tiket', 'masuk', 'satu', 'motor', 'dua', 'orang', 'totalnya', 'k', 'di', 'tiket', 'masuk', 'tertera', 'parkir', 'k', 'tpi', 'ternyata', 'bayar', 'biaya', 'parkir', 'lagi', 'hehe', 'k', 'atau', 'lupa', 'air', 'terjun', 'bagus', 'bersih', 'spot', 'foto', 'di', 'tangga', 'paling', 'atas', 'bagus', 'bisa', 'ngopi', 'harga', 'terjangkau', 'murah', 'lah', 'mushola', 'toilet', 'lengkap']","['saya', 'berkunjung', 'di', 'hari', 'sabtu', 'tiket', 'masuk', 'satu', 'motor', 'dua', 'orang', 'totalnya', 'k', 'di', 'tiket', 'masuk', 'tertera', 'parkir', 'k', 'tpi', 'ternyata', 'bayar', 'biaya', 'parkir', 'lagi', 'hehe', 'k', 'atau', 'lupa', 'air', 'terjun', 'bagus', 'bersih', 'spot', 'foto', 'di', 'tangga', 'paling', 'atas', 'bagus', 'bisa', 'ngopi', 'harga', 'terjangkau', 'murah', 'lah', 'mushola', 'toilet', 'lengkap']","['berkunjung', 'sabtu', 'tiket', 'masuk', 'motor', 'orang', 'totalnya', 'k', 'tiket', 'masuk', 'tertera', 'parkir', 'k', 'tpi', 'bayar', 'biaya', 'parkir', 'hehe', 'k', 'lupa', 'air', 'terjun', 'bagus', 'bersih', 'spot', 'foto', 'tangga', 'bagus', 'ngopi', 'harga', 'terjangkau', 'murah', 'mushola', 'toilet', 'lengkap']","['berkunjung', 'sabtu', 'tiket', 'masuk', 'motor', 'orang', 'totalnya', 'k', 'tiket', 'masuk', 'tertera', 'parkir', 'k', 'tpi', 'bayar', 'biaya', 'parkir', 'hehe', 'k', 'lupa', 'air', 'terjun', 'bagus', 'bersih', 'spot', 'foto', 'tangga', 'bagus', 'ngopi', 'harga', 'terjangkau', 'murah', 'mushola', 'toilet', 'lengkap']","['kunjung', 'sabtu', 'tiket', 'masuk', 'motor', 'orang', 'total', 'k', 'tiket', 'masuk', 'tera', 'parkir', 'k', 'tpi', 'bayar', 'biaya', 'parkir', 'hehe', 'k', 'lupa', 'air', 'terjun', 'bagus', 'bersih', 'spot', 'foto', 'tangga', 'bagus', 'ngopi', 'harga', 'jangkau', 'murah', 'mushola', 'toilet', 'lengkap']"
111,111,Paramita Setiarani,ini air terjun yang paling bagus di daerah trawas  jadi kalau main ke trawas wajib datang kesini  jalannya pun gak jauh dari lokasi parkiran  akses lokasi dan jalan sudah di perbarui jadi semakin bagus  mendakinya gampang banget  untuk  ,positif,"['ini', 'air', 'terjun', 'yang', 'paling', 'bagus', 'di', 'daerah', 'trawas', 'jadi', 'kalau', 'main', 'ke', 'trawas', 'wajib', 'datang', 'kesini', 'jalannya', 'pun', 'gak', 'jauh', 'dari', 'lokasi', 'parkiran', 'akses', 'lokasi', 'dan', 'jalan', 'sudah', 'di', 'perbarui', 'jadi', 'semakin', 'bagus', 'mendakinya', 'gampang', 'banget', 'untuk']","['ini', 'air', 'terjun', 'yang', 'paling', 'bagus', 'di', 'daerah', 'trawas', 'jadi', 'kalau', 'main', 'ke', 'trawas', 'wajib', 'datang', 'kesini', 'jalannya', 'pun', 'gak', 'jauh', 'dari', 'lokasi', 'parkiran', 'akses', 'lokasi', 'dan', 'jalan', 'sudah', 'di', 'perbarui', 'jadi', 'semakin', 'bagus', 'mendakinya', 'gampang', 'banget', 'untuk']","['air', 'terjun', 'bagus', 'daerah', 'trawas', 'main', 'trawas', 'wajib', 'kesini', 'jalannya', 'gak', 'lokasi', 'parkiran', 'akses', 'lokasi', 'jalan', 'perbarui', 'bagus', 'mendakinya', 'gampang', 'banget']","['air', 'terjun', 'bagus', 'daerah', 'trawas', 'main', 'trawas', 'wajib', 'kesini', 'jalannya', 'gak', 'lokasi', 'parkiran', 'akses', 'lokasi', 'jalan', 'perbarui', 'bagus', 'mendakinya', 'gampang', 'banget']","['air', 'terjun', 'bagus', 'daerah', 'trawas', 'main', 'trawas', 'wajib', 'kesini', 'jalan', 'gak', 'lokasi', 'parkir', 'akses', 'lokasi', 'jalan', 'baru', 'bagus', 'mendak', 'gampang', 'banget']"
